original_price,description,url,price,brand_name,image_urls,now_price,images,product_name
,"adidas leather low-top sneaker. 1"" flat heel. Round toe. Lace-up front. Perforated striped sides. Stamped logo at tongue. Logo-print contrast heel counter. Padded footbed. Rubber outsole. ""Stan Smith"" is imported.",http://www.neimanmarcus.com/en-de/adidas-Stan-Smith-Classic-Sneaker-White-Green-All-Shoes/prod190610004_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod190610004&cmCat=product,EUR 70.21,adidas,"http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_mu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_eu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_au.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_bu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_cu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_mg.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_eg.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_ag.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_bg.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_cg.jpg",,"[{'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_mu.jpg', 'path': 'images/NMX39TG_mu.jpg', 'checksum': 'a0d3c7fb83bf49f440b96eeaac9d1642'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_eu.jpg', 'path': 'images/NMX39TG_eu.jpg', 'checksum': '568b5957ec8d52a655d719c330dd552a'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_au.jpg', 'path': 'images/NMX39TG_au.jpg', 'checksum': '97a7b8745207090a630a53ebb49f26a3'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_bu.jpg', 'path': 'images/NMX39TG_bu.jpg', 'checksum': '7c8f3dd466b8962ca862dae9dcf6346f'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/G/NMX39TG_cu.jpg', 'path': 'images/NMX39TG_cu.jpg', 'checksum': 'addcbfb8e7084893afc5c76940bb591f'}]","Stan Smith Classic Sneaker, White/Green"
,"Cole Haan leather sandal. 2"" platform heel. Open toe. Grip slingback strap. Cushioned with ZeroGrand technology. Rubber outsole. Imported.",http://www.neimanmarcus.com/en-de/Cole-Haan-ZeroGrand-153-Leather-Slingback-Sandal-Black-All-Shoes/prod186510004_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod186510004&cmCat=product,EUR 149.77,Cole Haan,"http://images.neimanmarcus.com/ca/2/product_assets/X/3/2/3/E/NMX323E_mu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/2/3/E/NMX323E_eu.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/2/3/E/NMX323E_au.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/2/3/E/NMX323E_bu.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/2/3/E/NMX323E_mg.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/2/3/E/NMX323E_eg.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/2/3/E/NMX323E_ag.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/2/3/E/NMX323E_bg.jpg",,"[{'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/2/3/E/NMX323E_mu.jpg', 'path': 'images/NMX323E_mu.jpg', 'checksum': 'f5022837c9c4b402b4bd1b5094860b0f'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/2/3/E/NMX323E_eu.jpg', 'path': 'images/NMX323E_eu.jpg', 'checksum': 'ea925124199be9b6ca7b5394a2553692'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/2/3/E/NMX323E_au.jpg', 'path': 'images/NMX323E_au.jpg', 'checksum': 'e9107e6c47e731aecfce138738893c88'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/2/3/E/NMX323E_bu.jpg', 'path': 'images/NMX323E_bu.jpg', 'checksum': 'bed4442104a509cdcf2d82569d8c0f2b'}]","ZeroGrand Leather Slingback Sandal, Black"
,"Rag & Bone Italian calf suede sandal. 2.5"" braided-jute wedge heel; 1"" platform; 1.5"" equiv. Open toe. Crisscross vamp. Adjustable ankle strap. Rubber outsole. ""Sienna"" is made in Spain.",http://www.neimanmarcus.com/en-de/Rag-Bone-Sienna-Crisscross-Espadrille-Wedge-Sandal-Gray-All-Shoes/prod191500219_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod191500219&cmCat=product,EUR 369.75,Rag & Bone,"http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_mu.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_au.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_bu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/B/B/Z/NMX3BBZ_cu.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_mg.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_ag.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_bg.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/B/B/Z/NMX3BBZ_cg.jpg",,"[{'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_mu.jpg', 'path': 'images/NMX3BBZ_mu.jpg', 'checksum': '330ad5759ce1ffcb92154d1a1568db99'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_au.jpg', 'path': 'images/NMX3BBZ_au.jpg', 'checksum': '0fd2dd9b1da94fd53605f56a86fb6877'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/B/B/Z/NMX3BBZ_bu.jpg', 'path': 'images/NMX3BBZ_bu.jpg', 'checksum': 'fd6876e480d0d3dd4c693f31bbde32e8'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/B/B/Z/NMX3BBZ_cu.jpg', 'path': 'images/NMX3BBZ_cu.jpg', 'checksum': '8c4ece83657beffb239dede7076b7980'}]","Sienna Crisscross Espadrille Wedge Sandal, Gray"
,"Christian Louboutin kid leather sandal with studded sides. 3.3"" covered heel. Strap bands open toe. Adjustable halter strap. Calf leather lining. Signature red leather outsole. ""Sova"" is made in Italy.",http://www.neimanmarcus.com/en-de/Christian-Louboutin-Sova-Leather-85mm-Red-Sole-Sandal-White-All-Shoes/prod188570078_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod188570078&cmCat=product,EUR 795.67,Christian Louboutin,"http://images.neimanmarcus.com/ca/2/product_assets/X/3/5/P/G/NMX35PG_mu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/5/P/G/NMX35PG_au.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/5/P/G/NMX35PG_bu.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/5/P/G/NMX35PG_mg.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/5/P/G/NMX35PG_ag.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/5/P/G/NMX35PG_bg.jpg",,"[{'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/5/P/G/NMX35PG_mu.jpg', 'path': 'images/NMX35PG_mu.jpg', 'checksum': 'be2ee83b145cf964130bf56d9b0c0587'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/5/P/G/NMX35PG_au.jpg', 'path': 'images/NMX35PG_au.jpg', 'checksum': 'd5fa388e2a4c0075048a50ac88b6f158'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/5/P/G/NMX35PG_bu.jpg', 'path': 'images/NMX35PG_bu.jpg', 'checksum': '2459389abb922c027458cc239cb1c3b4'}]","Sova Leather 85mm Red Sole Sandal, White"
,"Valentino calf leather city sandal with signature Rockstud trim. 3.5"" covered block heel. Open toe. Strappy caged upper. Buckled vamp and ankle straps. Slingback strap. Smooth outsole. Made in Italy.",http://www.neimanmarcus.com/en-de/Valentino-Rockstud-Leather-90mm-City-Sandal-Light-Stone-All-Shoes/prod187820266_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod187820266&cmCat=product,EUR 978.21,Valentino,"http://images.neimanmarcus.com/ca/3/product_assets/X/3/4/F/W/NMX34FW_mu.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/F/W/NMX34FW_au.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/F/W/NMX34FW_bu.jpg,http://images.neimanmarcus.com/ca/3/product_assets/X/3/4/F/W/NMX34FW_mg.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/F/W/NMX34FW_ag.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/F/W/NMX34FW_bg.jpg",,"[{'url': 'http://images.neimanmarcus.com/ca/3/product_assets/X/3/4/F/W/NMX34FW_mu.jpg', 'path': 'images/NMX34FW_mu.jpg', 'checksum': '7dab095b9271583b19628df18ba476ce'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/F/W/NMX34FW_au.jpg', 'path': 'images/NMX34FW_au.jpg', 'checksum': '2043334190e77c935d3f112d49b20acb'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/F/W/NMX34FW_bu.jpg', 'path': 'images/NMX34FW_bu.jpg', 'checksum': 'b330fed92b943b3e617af705759fa5e3'}]","Rockstud Leather 90mm City Sandal, Light Stone"
,"adidas snake-cut leather sneaker. 1"" flat heel. Round toe. Lace-up front. Stamped logo at tongue. Logo-print contrast heel counter. Padded footbed. Rubber outsole. ""Stan Smith"" is imported.",http://www.neimanmarcus.com/en-de/adidas-Stan-Smith-Snake-Cut-Leather-Sneaker-Crystal-White-Green-All-Shoes/prod190600047_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod190600047&cmCat=product,EUR 107.65,adidas,"http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_mu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_eu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_au.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_bu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_cu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_mg.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_eg.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_ag.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_bg.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_cg.jpg",,"[{'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_mu.jpg', 'path': 'images/NMX39TH_mu.jpg', 'checksum': '7e3a0a9eb33930fd1b092b87b9de5ef1'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_eu.jpg', 'path': 'images/NMX39TH_eu.jpg', 'checksum': '568b5957ec8d52a655d719c330dd552a'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_au.jpg', 'path': 'images/NMX39TH_au.jpg', 'checksum': 'a2df52312d8b6df3676af9d705e22019'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_bu.jpg', 'path': 'images/NMX39TH_bu.jpg', 'checksum': '950b234f41b46fbbd78cd0c6e5d7bc1f'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/9/T/H/NMX39TH_cu.jpg', 'path': 'images/NMX39TH_cu.jpg', 'checksum': '6d4ec15ea360b6d8eb1a4ba63cd64306'}]","Stan Smith Snake-Cut Leather Sneaker, Crystal White/Green"
,"Stuart Weitzman patent leather pump. 1.8"" covered block heel. Pointed toe. Slip-on style. Padded footbed. Leather outsole. ""Largo"" is made in Spain.",http://www.neimanmarcus.com/en-de/Stuart-Weitzman-Largo-Patent-Low-Heel-Pump-Black-All-Shoes/prod185880041_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod185880041&cmCat=product,EUR 341.67,Stuart Weitzman,"http://images.neimanmarcus.com/ca/2/product_assets/X/3/1/C/M/NMX31CM_mu.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/1/C/M/NMX31CM_eu.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/1/C/M/NMX31CM_au.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/1/C/M/NMX31CM_bu.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/1/C/M/NMX31CM_mg.jpg,http://images.neimanmarcus.com/ca/1/product_assets/X/3/1/C/M/NMX31CM_eg.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/1/C/M/NMX31CM_ag.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/1/C/M/NMX31CM_bg.jpg",,"[{'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/1/C/M/NMX31CM_mu.jpg', 'path': 'images/NMX31CM_mu.jpg', 'checksum': '5a5d83ff908410c318a9330fb56aa1c8'}, {'url': 'http://images.neimanmarcus.com/ca/1/product_assets/X/3/1/C/M/NMX31CM_eu.jpg', 'path': 'images/NMX31CM_eu.jpg', 'checksum': 'cfd83f528440afc04f23d664dd85a719'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/1/C/M/NMX31CM_au.jpg', 'path': 'images/NMX31CM_au.jpg', 'checksum': 'ccd8bc6707817a41e8327e3b299ba9e7'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/1/C/M/NMX31CM_bu.jpg', 'path': 'images/NMX31CM_bu.jpg', 'checksum': '0e9ba7f4f0ef135e943feca87c1e6ca6'}]","Largo Patent Low-Heel Pump, Black"
,"Christian Louboutin suede bootie. 2.8"" covered block heel. Square toe. Notched topline. Side zip eases dress. Signature red leather sole. ""Tiagadaboot"" is made in Italy.",http://www.neimanmarcus.com/en-de/Christian-Louboutin-Tiagadaboot-Suede-70mm-Red-Sole-Bootie-Black-All-Shoes/prod188350073_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod188350073&cmCat=product,EUR 884.60,Christian Louboutin,"http://images.neimanmarcus.com/ca/3/product_assets/X/3/4/Z/Y/NMX34ZY_mu.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/Z/Y/NMX34ZY_au.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/Z/Y/NMX34ZY_bu.jpg,http://images.neimanmarcus.com/ca/3/product_assets/X/3/4/Z/Y/NMX34ZY_mg.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/Z/Y/NMX34ZY_ag.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/Z/Y/NMX34ZY_bg.jpg",,"[{'url': 'http://images.neimanmarcus.com/ca/3/product_assets/X/3/4/Z/Y/NMX34ZY_mu.jpg', 'path': 'images/NMX34ZY_mu.jpg', 'checksum': '513fdd1cce86060d75ea3fbd62f30a33'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/Z/Y/NMX34ZY_au.jpg', 'path': 'images/NMX34ZY_au.jpg', 'checksum': '28331b7b5fe7b0ece26a41ed5b2234c7'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/Z/Y/NMX34ZY_bu.jpg', 'path': 'images/NMX34ZY_bu.jpg', 'checksum': 'b65eb3f96ce6ee5589c26d96dc1b4947'}]","Tiagadaboot Suede 70mm Red Sole Bootie, Black"
,"Manolo Blahnik leather pump. 1.3"" stacked heel. Almond toe. Slingback strap with stretch inset. Smooth outsole. Slip-on style. ""Aspro Sambra"" is made in Italy.",http://www.neimanmarcus.com/en-de/Manolo-Blahnik-Aspro-Sambra-Leather-Slingback-Pump-Red-All-Shoes/prod189630101_cat47190746__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat47190746%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod189630101&cmCat=product,EUR 631.86,Manolo Blahnik,"http://images.neimanmarcus.com/ca/5/product_assets/X/3/7/X/5/NMX37X5_mu.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/7/X/5/NMX37X5_eu.jpg,http://images.neimanmarcus.com/ca/4/product_assets/X/3/7/X/5/NMX37X5_au.jpg,http://images.neimanmarcus.com/ca/4/product_assets/X/3/7/X/5/NMX37X5_bu.jpg,http://images.neimanmarcus.com/ca/4/product_assets/X/3/7/X/5/NMX37X5_cu.jpg,http://images.neimanmarcus.com/ca/5/product_assets/X/3/7/X/5/NMX37X5_mg.jpg,http://images.neimanmarcus.com/ca/2/product_assets/X/3/7/X/5/NMX37X5_eg.jpg,http://images.neimanmarcus.com/ca/4/product_assets/X/3/7/X/5/NMX37X5_ag.jpg,http://images.neimanmarcus.com/ca/4/product_assets/X/3/7/X/5/NMX37X5_bg.jpg,http://images.neimanmarcus.com/ca/4/product_assets/X/3/7/X/5/NMX37X5_cg.jpg",,"[{'url': 'http://images.neimanmarcus.com/ca/5/product_assets/X/3/7/X/5/NMX37X5_mu.jpg', 'path': 'images/NMX37X5_mu.jpg', 'checksum': 'ab0a6414cd1ab9fa25b3ee1368bef8d8'}, {'url': 'http://images.neimanmarcus.com/ca/2/product_assets/X/3/7/X/5/NMX37X5_eu.jpg', 'path': 'images/NMX37X5_eu.jpg', 'checksum': 'b4d1ca9984c4e772106294aa29a70979'}, {'url': 'http://images.neimanmarcus.com/ca/4/product_assets/X/3/7/X/5/NMX37X5_au.jpg', 'path': 'images/NMX37X5_au.jpg', 'checksum': 'e2dc478d1e7da96b58235efb64367e31'}, {'url': 'http://images.neimanmarcus.com/ca/4/product_assets/X/3/7/X/5/NMX37X5_bu.jpg', 'path': 'images/NMX37X5_bu.jpg', 'checksum': '9ca79743fe5f7ef87aec98afb7f6c435'}, {'url': 'http://images.neimanmarcus.com/ca/4/product_assets/X/3/7/X/5/NMX37X5_cu.jpg', 'path': 'images/NMX37X5_cu.jpg', 'checksum': '13f2a05ffa2219bc236c1660a9d8f713'}]","Aspro Sambra Leather Slingback Pump, Red"
